P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_TYPE,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,HABITABILITY
Qatar-1 b,Transit,Qatar,2010,411.27202,Mass,12.812,1.4200242,0.02332,0.0,84.08,,Qatar-1,,12.692,185.615,5013.0,0.84,0.8,0.171,1.19,-0.438,4.55,5.6657332,32.100532,2.5055052,0.19555926,0.0018385005,0.02332,0.02332,0.02332,0.02332,670.72255,1296.3893,,Jovian,K,0.36475395,1.6306613,0.51427625,0.34746342,0,0,Hot,0,0.071178641,0
WASP-8 c,Radial Velocity,SuperWASP,2013,3003.37,Msini,12.5,4323.0,5.28,0.0,,90.0,WASP-8,G8 V,9.789,89.9606,5690.0,1.04,0.99,0.17,4.0,-0.058,4.44,15.500632,240.2696,19.221568,1.5377254,0.75210361,5.28,5.28,5.28,5.28,0.031385724,107.22171,,Jovian,G,0.87498378,2.5255953,1.7669992,0.45664561,0,0,Cold,0,0.10344184,0
TOI-421 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,16.42,Mass,5.09,16.06819,0.1189,0.152,88.353,114.7,TOI-421,G9 V,9.931,74.7969,5325.0,0.85,0.87,-0.02,9.4,-0.268,4.49,1.7960883,3.2259332,0.63377863,0.12451446,0.002706124,0.12027353,0.1008272,0.1369728,0.11924602,38.611096,632.23389,,Neptunian,G,0.53951062,1.9831874,0.88246702,0.49228786,0,0,Hot,0,0.17762407,0
NGTS-1 b,Transit,Paranal Observatory,2017,258.07796,Mass,14.908,2.647298,0.0326,0.016,85.27,,NGTS-1,M0.5,15.667,218.121,3916.0,0.62,0.57,0.0,,-1.153,4.71,4.1606939,17.311374,1.1612137,0.077891984,0.0023958026,0.032604173,0.0320784,0.0331216,0.032601043,66.163793,726.49723,,Jovian,M,0.070307232,0.7159188,0.070589894,0.39338249,0,0,Hot,0,0.076503599,0
K2-136 c,Transit,K2,2017,18.1,Mass,3.0,17.30713,0.1185,0.047,89.7,124.0,K2-136,K5.5,11.101,59.2474,4500.0,0.74,0.68,-0.02,0.65,-0.777,4.68,2.4562845,6.0333333,2.0111111,0.67037037,0.0032790305,0.11863088,0.1129305,0.1240695,0.11853274,11.913614,473.07559,,Neptunian,K,0.16710906,1.1037323,0.20421553,0.3011533,0,0,Hot,0,0.30565293,0
HD 191939 e,Radial Velocity,W. M. Keck Observatory,2022,112.2,Msini,13.0,101.12,0.407,0.031,88.7,-130.0,HD 191939,G9 V,8.97,53.6089,5348.0,0.81,0.94,-0.15,8.7,-0.187,4.3,2.9378171,8.6307692,0.66390533,0.05106964,0.020411396,0.40719556,0.394383,0.419617,0.40704891,3.9266298,358.53075,,Jovian,G,0.65012969,2.1770267,0.90340238,0.4782332,0,0,Hot,0,0.26257852,0
TOI-2076 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,12.0,M-R relationship,3.497,21.01538,0.1093,,89.84,,TOI-2076,K,9.139,41.9091,5200.0,0.82,0.77,-0.09,0.34,-0.423,4.45,1.8524343,3.4315127,0.9812733,0.28060432,0.002674204,0.1093,0.1093,0.1093,0.1093,31.605282,604.00374,,Neptunian,K,0.37757219,1.6590664,0.70344808,0.27973229,0,0,Hot,0,0.22883347,0
WASP-132 b,Transit,SuperWASP-South,2016,130.3103,Mass,10.05,7.133514,0.067,0.07,89.51,-5.0,WASP-132,K4,11.938,122.91,4714.0,0.78,0.75,0.18,3.2,-0.597,4.58,3.6008609,12.966199,1.2901691,0.12837503,0.0034327147,0.06716415,0.06231,0.07169,0.067041104,56.482906,697.71672,,Jovian,K,0.2529298,1.3578874,0.30017808,0.39974346,0,0,Hot,0,0.10490419,0
KELT-24 b,Transit,KELT-North,2019,1646.3594,Mass,14.258,5.5514926,0.06969,0.077,89.17,55.0,KELT-24,F7,8.34,96.5173,6509.0,1.46,1.51,0.186,0.78,0.565,4.25,10.745658,115.46917,8.098553,0.56800063,0.0066970161,0.069896596,0.06432387,0.07505613,0.06974175,758.49089,1335.3751,,Jovian,F,3.672823,5.1744449,8.0800391,0.38936618,0,0,Hot,0,0.064648655,0
HAT-P-14 b,Transit,HATNet,2010,1093.3352,Mass,15.917,4.62767,0.0596,0.11,83.5,106.1,HAT-P-14,F5 V,9.988,222.663,6600.0,2.65,1.82,0.11,1.6,0.644,4.25,8.2879297,68.689778,4.3154978,0.27112507,0.0039499415,0.05996058,0.053044,0.066156,0.059690505,1247.8173,1510.5917,,Jovian,F,4.4055486,5.6671377,11.524123,0.53537752,0,0,Hot,0,0.058106187,0
TOI-2076 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,10.5,M-R relationship,3.232,35.12537,0.1539,,88.607,,TOI-2076,K,9.139,41.9091,5200.0,0.82,0.77,-0.09,0.34,-0.423,4.45,1.8024323,3.2487624,1.0051864,0.31101064,0.0036014911,0.1539,0.1539,0.1539,0.1539,15.941264,509.01479,,Neptunian,K,0.37757219,1.6590664,0.70344808,0.27973229,0,0,Hot,0,0.27336785,0
HATS-39 b,Transit,HATSouth,2018,200.2329,Mass,17.598,4.5776348,0.06007,0.275,84.98,,HATS-39,,12.745,878.521,6572.0,1.38,1.62,0.0,2.06,0.64,4.16,3.3731532,11.378162,0.64655997,0.036740537,0.0022891083,0.062341397,0.04355075,0.07658925,0.060652464,1258.2318,1495.1181,,Jovian,F,4.3651583,5.6410996,8.8361071,0.44925791,0,0,Hot,0,0.053080376,0
WASP-94 A b,Transit,SuperWASP,2014,158.915,Mass,17.71,3.95019,0.055,0.0,88.7,,WASP-94 A,F8,10.051,211.211,6170.0,1.67,1.48,0.26,2.7,0.51,4.27,2.9955265,8.973179,0.50667301,0.02860943,0.0025116787,0.055,0.055,0.055,0.055,1069.7311,1456.8618,,Jovian,F,3.2359366,4.8569515,4.7199132,0.50083072,0,0,Hot,0,0.05292431,0
WASP-126 b,Transit,SuperWASP-South,2016,90.3,Mass,10.435,3.28883,0.0449,0.18,89.51,,WASP-126,G2,10.994,216.526,5800.0,1.12,1.27,0.207,6.4,0.159,4.28,2.941695,8.6535697,0.82928315,0.079471313,0.0015909945,0.04562738,0.036818,0.052982,0.045083808,727.20924,1314.7386,,Jovian,G,1.4421154,3.2423789,2.1879508,0.50620626,0,0,Hot,0,0.08476727,0
KOI-94 d,Transit,Kepler,2013,106.0,Mass,11.27,22.342989,0.1684,0.022,89.871,,KOI-94,,12.314,477.052,6182.0,1.28,1.52,0.023,3.16,0.479,4.18,3.066839,9.4055013,0.8345609,0.074051544,0.0071806676,0.16844075,0.1646952,0.1721048,0.16841019,106.27251,817.83469,,Jovian,F,3.013006,4.6866634,4.4094585,0.47051775,0,0,Hot,0,0.087961158,0
HD 332231 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,77.55052,Mass,9.718,18.71204,0.1436,0.032,89.68,47.0,HD 332231,F8,8.558,80.6665,6089.0,1.13,1.28,0.036,4.3,0.305,4.28,2.8249054,7.9800906,0.82116593,0.084499479,0.0056926848,0.14367352,0.1390048,0.1481952,0.14361839,97.929513,801.20691,,Jovian,F,2.0183664,3.835869,3.6053916,0.47514817,0,0,Hot,0,0.099557841,0
WASP-141 b,Transit,SuperWASP-South,2016,854.9627,Mass,13.563,3.310651,0.0469,0.0,87.6,,WASP-141,F9,12.65,516.543,5900.0,1.25,1.37,0.29,5.0,0.315,4.26,7.9395466,63.036401,4.6476739,0.342673,0.0041333655,0.0469,0.0469,0.0469,0.0469,938.97562,1410.1434,,Jovian,F,2.0653802,3.8802862,2.694925,0.5039141,0,0,Hot,0,0.067277888,0
HD 39091 b,Radial Velocity,Anglo-Australian Telescope,2001,3917.2351,Mass,12.4,2088.7585,3.311,0.642,54.436,331.015,HD 39091,G0 V,5.65,18.2702,5950.0,1.1,1.19,0.08,3.92,0.16,4.36,17.773746,315.90606,25.476295,2.0545399,0.18106025,3.9933375,1.185338,5.436662,3.5105632,0.17197034,149.07723,,Jovian,G,1.4454398,3.246114,2.8141471,0.46369962,0,0,Cold,0,0.21803109,0
TrES-2 b,Transit,TrES,2006,473.5667,Mass,15.244,2.47063,0.03563,0.0,83.57,24.0,TrES-2,G0 V,11.254,215.32,5850.0,1.36,1.12,-0.15,3.55,0.038,4.43,5.5736682,31.065777,2.0379019,0.13368551,0.0025073511,0.03563,0.03563,0.03563,0.03563,859.74242,1379.405,,Jovian,G,1.0914403,2.8207446,2.5436093,0.48952612,0,0,Hot,0,0.060778902,0
KOI-94 b,Transit,Kepler,2013,10.5,Mass,1.71,3.743208,0.05119,0.25,89.3,,KOI-94,,12.314,477.052,6182.0,1.28,1.52,0.023,3.16,0.479,4.18,2.4779731,6.1403509,3.5908485,2.0999114,0.00077450594,0.052789688,0.0383925,0.0639875,0.051598373,1187.5287,1477.5143,1668.6203,Superterran,F,3.013006,4.6866634,4.4094585,0.47051775,0,0,Hot,0,0.27017899,0
Qatar-10 b,Transit,Qatar,2019,233.92288,Mass,17.295,1.645321,0.0286,0.0,85.87,,Qatar-10,F7 V,12.868,559.068,6124.0,1.16,1.25,0.016,3.2,0.3,4.3,3.677698,13.525463,0.78204469,0.045217964,0.0016776043,0.0286,0.0286,0.0286,0.0286,2439.3153,1790.2624,,Jovian,F,1.9952623,3.8138514,3.8624223,0.45628462,0,0,Hot,0,0.053513535,0
HAT-P-3 b,Transit,HATNet,2007,206.5895,Mass,10.536,2.8997,0.03866,0.0,87.24,107.7,HAT-P-3,K,11.856,134.554,5185.0,1.06,0.87,0.27,1.6,-0.36,4.56,4.428088,19.607963,1.8610443,0.17663671,0.0022420634,0.03866,0.03866,0.03866,0.03866,292.06284,1053.098,,Jovian,K,0.43651583,1.7838723,0.74679996,0.39446952,0,0,Hot,0,0.086294852,0
WASP-160 B b,Transit,SuperWASP-South,2018,88.35674,Mass,12.218,3.7684952,0.0452,0.0,88.97,,WASP-160 B,K0 V,13.04,288.326,5298.0,0.87,0.87,0.27,9.75,-0.318,4.5,2.6891794,7.231686,0.59188787,0.048443925,0.0021094237,0.0452,0.0452,0.0452,0.0452,235.35484,997.77012,,Jovian,K,0.48083935,1.8722497,0.84902421,0.49915109,0,0,Hot,0,0.077117409,0
HAT-P-11 c,Radial Velocity,W. M. Keck Observatory,2018,731.009,Mass,13.3,3407.0,4.13,0.601,135.7,143.7,HAT-P-11,K4,9.46,37.7647,4780.0,0.81,0.68,0.31,6.5,-0.564,4.66,7.4137091,54.963083,4.1325626,0.31071899,0.1592896,4.8758801,1.64787,6.61213,4.3433337,0.020017866,88.346248,,Jovian,K,0.27289778,1.4104697,0.34047578,0.45555282,0,0,Cold,0,0.088166401,0
WASP-8 b,Transit,SuperWASP,2010,807.2882,Mass,12.666,8.15872,0.0801,0.31,88.55,274.215,WASP-8,G8 V,9.789,89.9606,5600.0,1.34,1.03,0.17,4.0,-0.058,4.5,7.9835226,63.736634,5.0321043,0.3972923,0.004669189,0.083948805,0.055269,0.104931,0.081093993,143.44149,865.1778,,Jovian,G,0.87498378,2.5255953,1.6473133,0.49690088,0,0,Hot,0,0.07771493,0
TrES-3 b,Transit,TrES,2007,607.03,Mass,14.975,1.3061858,0.02282,0.0,81.85,270.5,TrES-3,G4 V,12.362,231.337,5650.0,0.93,0.83,-0.19,0.9,-0.204,4.4,6.3668067,40.536227,2.7069267,0.18076305,0.0019800521,0.02282,0.02282,0.02282,0.02282,1200.5181,1499.4842,,Jovian,G,0.62517269,2.1348323,1.5893083,0.34310436,0,0,Hot,0,0.061395638,0
WASP-164 b,Transit,SuperWASP-South,2018,676.9779,Mass,12.644,1.7771255,0.02818,0.0,82.73,,WASP-164,G2 V,12.603,327.506,5806.0,0.95,0.93,-0.01,4.08,-0.067,4.46,7.3172013,53.541435,4.234533,0.33490454,0.0025177341,0.02818,0.02818,0.02818,0.02818,1079.24,1460.0886,,Jovian,G,0.85703785,2.4995611,2.0925834,0.44453852,0,0,Hot,0,0.071393956,0
HD 5278 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,7.8,Mass,2.45,14.339156,0.1202,0.08,89.27,135.0,HD 5278,F V,7.94,57.5846,6203.0,1.13,1.19,-0.12,3.0,0.28,4.5,1.7842851,3.1836735,1.2994586,0.53039125,0.0021061191,0.12058464,0.110584,0.129816,0.12029636,132.30775,862.92582,974.53911,Superterran,F,1.9054607,3.7270375,4.3854069,0.44747749,0,0,Hot,0,0.24274745,0
K2-237 b,Transit,K2,2018,433.20012,Mass,16.197,2.1805354,0.03558,0.042,88.03,74.0,K2-237,F9 V,11.602,314.995,6360.0,1.26,1.26,0.137,1.02,0.371,4.34,5.1716246,26.745701,1.651275,0.10194943,0.0023885227,0.035611382,0.03408564,0.03707436,0.03558785,1857.6825,1671.8559,,Jovian,F,2.3496328,4.1386983,5.9554482,0.38765767,0,0,Hot,0,0.056926338,0
WASP-93 b,Transit,SuperWASP,2016,467.2101,Mass,17.901,2.7325321,0.04211,0.0,81.18,0.0,WASP-93,F4,10.966,370.284,6700.0,1.33,1.52,0.07,0.7,0.618,4.2,5.1087831,26.099665,1.4580004,0.081447985,0.0029720585,0.04211,0.04211,0.04211,0.04211,2340.0736,1771.769,,Jovian,F,4.1495404,5.5000136,10.874808,0.37070211,0,0,Hot,0,0.051880876,0
TOI-892 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,301.9385,Mass,11.994,10.62656,0.092,0.125,88.2,,TOI-892,F,11.43,340.543,6261.0,1.28,1.39,0.24,2.2,0.431,4.26,5.0173827,25.174129,2.0988935,0.17499529,0.0049752774,0.09271875,0.0805,0.1035,0.092180616,321.25068,1075.3006,,Jovian,F,2.6977394,4.4346951,5.0504326,0.44296078,0,0,Hot,0,0.07710188,0
HD 108236 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,4.94,M-R relationship,2.071,6.203449,0.062,0.034,88.3,211.0,HD 108236,G3 V,9.25,64.5978,5660.0,0.87,0.88,-0.28,6.7,-0.15,4.49,1.5444485,2.3853211,1.1517726,0.55614323,0.001068784,0.062035836,0.059892,0.064108,0.062008962,184.27558,938.36646,1059.7375,Superterran,G,0.70794578,2.2717669,1.5813018,0.46889657,0,0,Hot,0,0.25832924,0
WASP-183 b,Transit,SuperWASP,2019,159.55066,Mass,16.477,4.1117771,0.04632,,85.37,,WASP-183,G9,13.081,325.377,5313.0,0.78,0.87,-0.31,14.9,-0.209,4.45,3.1117896,9.6832348,0.58768191,0.035666803,0.0027299528,0.04632,0.04632,0.04632,0.04632,288.0467,1049.4589,,Jovian,G,0.6180164,2.1225785,0.84004708,0.51655997,0,0,Hot,0,0.059140655,0
WASP-192 b,Transit,WASP-South,2019,731.009,Mass,13.787,2.8786765,0.0408,0.0,82.7,,WASP-192,G0 V,12.678,508.885,5910.0,1.09,1.32,0.14,5.7,0.282,4.24,7.2815942,53.021615,3.8457688,0.27894167,0.003572269,0.0408,0.0408,0.0408,0.0408,1149.9519,1483.4388,,Jovian,G,1.9142559,3.7356292,2.6192685,0.49205405,0,0,Hot,0,0.066106718,0
HD 108236 f,Transit,CHaracterising ExOPlanets Satellite (CHEOPS),2021,4.72,M-R relationship,2.017,29.54115,0.1758,0.051,88.963,275.0,HD 108236,G3 V,9.25,64.5978,5660.0,0.87,0.88,-0.28,6.7,-0.15,4.49,1.5297415,2.3401091,1.1601929,0.57520719,0.0029323192,0.17602863,0.1668342,0.1847658,0.17585721,22.936534,557.21093,629.28218,Superterran,G,0.70794578,2.2717669,1.5813018,0.46889657,0,0,Hot,0,0.30952833,0
WASP-138 b,Transit,SuperWASP,2016,387.7526,Mass,12.218,3.634433,0.0494,,88.5,,WASP-138,,11.796,414.234,6272.0,1.22,1.36,-0.09,3.44,0.435,4.25,5.633487,31.736176,2.5974935,0.21259564,0.003372178,0.0494,0.0494,0.0494,0.0494,1115.6966,1472.2658,,Jovian,F,2.7227013,4.4551647,5.0650744,0.46964661,0,0,Hot,0,0.073528772,0
HAT-P-66 b,Transit,HATNet,2016,248.86089,Mass,17.822,2.972086,0.04363,0.09,86.2,,HAT-P-66,G0,13.014,935.456,6002.0,1.26,1.88,0.035,4.66,0.615,3.99,3.7368022,13.96369,0.78350861,0.043963001,0.0023128132,0.043806702,0.0397033,0.0475567,0.043674293,2173.6801,1736.7478,,Jovian,G,4.1209752,5.48105,3.2196171,0.49935876,0,0,Hot,0,0.052124728,0
HD 191939 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,8.0,Mass,3.195,28.579743,0.1752,0.034,89.1,-90.0,HD 191939,G9 V,8.97,53.6089,5348.0,0.81,0.94,-0.15,8.7,-0.187,4.3,1.5823755,2.5039124,0.78369714,0.24528862,0.0036321586,0.17530127,0.1692432,0.1811568,0.17522533,21.192538,546.45106,,Neptunian,G,0.65012969,2.1770267,0.90340238,0.4782332,0,0,Hot,0,0.25781976,0
WASP-47 d,Transit,K2,2015,14.2,Mass,3.567,9.03055,0.085,0.01,89.22,16.5,WASP-47,,11.936,264.78,5552.0,1.04,1.14,0.38,6.5,0.032,4.34,1.9952284,3.9809364,1.1160461,0.31288087,0.0020118289,0.08500425,0.08415,0.08585,0.085001063,148.99918,889.99493,,Neptunian,G,1.0764652,2.8013267,1.3940298,0.49513259,0,0,Hot,0,0.19705539,0
TOI-216.02,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,18.75188,Mass,8.0,17.16073,0.1293,0.16,88.6,291.8,TOI-216,,12.324,177.945,5026.0,0.77,0.75,0.32,,-0.442,4.66,1.5310078,2.343985,0.29299812,0.036624766,0.0031490611,0.13095504,0.108612,0.149988,0.12971728,21.899506,548.40423,,Neptunian,K,0.36140986,1.6231691,0.51085755,0.42284516,0,0,Hot,0,0.15209378,0
WASP-105 b,Transit,SuperWASP-South,2017,572.094,Mass,10.761,7.87288,0.075,0.0,89.7,,WASP-105,K2,12.049,169.272,5070.0,0.89,0.9,0.28,,-0.024,4.2,7.2913405,53.163647,4.9404002,0.45910233,0.0064744911,0.075,0.075,0.075,0.075,168.21994,917.42185,,Jovian,K,0.94623716,2.6264175,0.57822309,0.44375963,0,0,Hot,0,0.087499908,0
TOI-561 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,2.0,Mass,1.425,0.4465688,0.0106,0.0,87.2,90.0,TOI-561,G9 V,10.252,85.799,5372.0,0.81,0.84,-0.4,11.0,-0.273,4.5,1.1846978,1.4035088,0.98491844,0.69117083,0.00014330877,0.0106,0.0106,0.0106,0.0106,4746.6616,2114.4469,2387.9355,Terran,G,0.5333349,1.9718041,0.94143006,0.49730019,0,0,Hot,0,0.28240928,0
KELT-19 A b,Transit,KELT,2017,1293.5681,Mass,21.409,4.6117093,0.0637,,85.41,,KELT-19 A,A8 V,9.857,300.276,7500.0,1.62,1.83,-0.12,,0.978,4.13,7.7731394,60.421696,2.8222568,0.13182572,0.0059112969,0.0637,0.0637,0.0637,0.0637,2342.724,1772.2704,,Jovian,A,9.5060479,8.3246075,45.906102,0.54182137,0,0,Hot,0,0.04402934,0
LTT 3780 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,2.47,Mass,1.32,0.76837883,0.01211,0.032,85.9,-11.5,LTT 3780,M3.5 V,13.14,21.9814,3360.0,0.38,0.38,0.09,,-1.777,4.81,1.3679226,1.8712121,1.4175849,1.073928,0.00021883118,0.0121162,0.01172248,0.01249752,0.012111551,114.0077,832.2424,939.88701,Terran,M,0.016710906,0.34903081,0.023069149,0.33415322,0,0,Hot,0,0.29837792,0
HATS-25 b,Transit,HATSouth,2016,194.82979,Mass,14.123,4.2986432,0.05163,0.176,86.93,,HATS-25,G,13.172,471.158,5715.0,0.99,1.11,0.02,7.5,0.068,4.35,3.7141907,13.795213,0.97679054,0.069163105,0.0024752628,0.052429645,0.04254312,0.06071688,0.051831973,445.68548,1163.5923,,Jovian,G,1.1694994,2.9198717,1.8144984,0.49882336,0,0,Hot,0,0.066175304,0
HAT-P-50 b,Transit,HATNet,2015,429.0705,Mass,14.437,3.1220109,0.0453,0.115,83.65,,HAT-P-50,F5,11.703,515.458,6280.0,1.27,1.7,-0.18,3.37,0.603,4.07,5.4516234,29.720198,2.0586132,0.14259286,0.0027929835,0.045599546,0.0400905,0.0505095,0.045375214,1966.5026,1692.1559,,Jovian,F,4.0086672,5.4058472,5.2043849,0.47434872,0,0,Hot,0,0.063080652,0
HATS-68 b,Transit,HATSouth,2018,410.0007,Mass,13.809,3.5862202,0.05071,0.036,83.21,,HATS-68,,12.312,603.955,6147.0,1.35,1.75,0.21,3.02,0.592,4.08,5.4489294,29.690832,2.1501073,0.15570333,0.0032867967,0.05074286,0.04888444,0.05253556,0.050718219,1520.878,1590.4416,,Jovian,F,3.908409,5.337818,4.2264824,0.47533951,0,0,Hot,0,0.065787328,0
HD 110113 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,4.55,Mass,2.05,2.541,0.035,0.093,87.69,359.53,HD 110113,G,10.09,106.307,5732.0,1.0,0.97,0.14,4.0,-0.032,4.46,1.4898027,2.2195122,1.0826889,0.52814091,0.00052617601,0.035151358,0.031745,0.038255,0.035037947,761.64078,1336.0736,1508.8852,Superterran,G,0.92896639,2.6023384,1.8745435,0.45071447,0,0,Hot,0,0.25391742,0
HATS-22 b,Transit,HATSouth,2017,870.8542,Mass,10.682,4.7228124,0.05025,0.079,87.96,56.0,HATS-22,K V,13.397,229.518,4803.0,0.76,0.69,0.0,,-0.646,4.64,9.0291411,81.525389,7.6320341,0.71447614,0.0048442316,0.050406805,0.04628025,0.05421975,0.050289282,89.760927,783.18073,,Jovian,K,0.22594358,1.2834051,0.34675532,0.42100668,0,0,Hot,0,0.093546131,0
TOI-837 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,381.396,Msini,8.631,8.3248762,0.083464306,0.0,86.89,,TOI-837,G0/F9 V,10.635,142.488,6047.0,1.12,1.02,-0.069,0.035,0.041,4.47,6.6474872,44.189086,5.1198107,0.59318858,0.0058300472,0.083464306,0.083464306,0.083464306,0.083464306,157.76056,902.81614,,Jovian,G,1.0990058,2.8305039,3.3444806,0.21247549,0,0,Hot,0,0.1048012,0
NGTS-6 b,Transit,Paranal Observatory,2019,425.57437,Mass,14.863,0.882059,0.01677,0.0,78.231,,NGTS-6,,14.237,308.262,4730.0,0.77,0.75,0.11,9.77,-0.592,4.7,5.3509944,28.633141,1.9264711,0.12961523,0.0013766173,0.01677,0.01677,0.01677,0.01677,909.77474,1399.0498,,Jovian,K,0.25585859,1.3657266,0.30721959,0.47940678,0,0,Hot,0,0.062090133,0
LP 791-18 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,7.1,Mass,2.438,4.9899093,0.02961,8e-05,89.78,,LP 791-18,M(6.1 +/- 0.7) V,16.91,26.4927,2960.0,0.14,0.18,-0.09,0.5,-2.638,5.12,1.7065237,2.9122231,1.1945132,0.48995619,0.0010962233,0.02961,0.029607631,0.029612369,0.02961,2.624963,324.25039,366.18986,Superterran,M,0.0023014418,0.12952803,0.0083182609,0.16548647,0,0,Hot,0,0.56647203,0
WASP-14 b,Transit,SuperWASP,2008,2809.6172,Mass,15.468,2.24375,0.037,0.09,84.32,251.61,WASP-14,,9.745,161.997,6475.0,1.62,1.4,0.0,0.75,0.427,4.07,13.477412,181.64063,11.742994,0.75917983,0.0040464335,0.03714985,0.03367,0.04033,0.037037562,1960.4809,1692.4994,,Jovian,F,2.6730064,4.4143195,7.8904088,0.40047313,0,0,Hot,0,0.059304533,0
WASP-99 b,Transit,SuperWASP,2014,772.3269,Mass,11.433,5.75251,0.0717,0.0,88.8,,WASP-99,F8,9.475,158.66,6150.0,1.21,1.64,0.21,3.0,0.543,4.3,8.2190284,67.552427,5.9085478,0.51679767,0.0061750859,0.0717,0.0717,0.0717,0.0717,679.14372,1300.4394,,Jovian,F,3.4914032,5.0450301,4.0960755,0.45779759,0,0,Hot,0,0.078512157,0
Kepler-396 c,Transit,Kepler,2013,17.9,Mass,5.3,88.505,0.378,0.0,90.0,,Kepler-396,,12.259,223.757,5565.0,0.85,1.06,0.156,4.37,-0.135,4.32,1.8377591,3.3773585,0.63723745,0.12023348,0.010441312,0.378,0.378,0.378,0.378,5.1288075,383.35736,,Neptunian,G,0.73282453,2.3113396,1.3328056,0.43328939,0,0,Hot,0,0.32187955,0
KELT-23 A b,Transit,KELT-North,2019,298.12454,Mass,14.83,2.255251,0.03302,0.0,85.37,,KELT-23 A,G2 V,10.308,126.261,5899.0,0.94,1.0,-0.105,6.4,0.034,4.42,4.4836147,20.102801,1.3555496,0.091405909,0.002252435,0.03302,0.03302,0.03302,0.03302,991.84969,1429.5889,,Jovian,G,1.081434,2.8077844,2.4464697,0.47748982,0,0,Hot,0,0.062115995,0
WASP-180 A b,Transit,SuperWASP,2019,286.047,Mass,13.899,3.409264,0.048,0.0,88.1,,WASP-180 A,F7 V,10.655,253.985,6600.0,1.3,1.19,0.1,1.2,0.315,4.42,4.5365627,20.580401,1.4807109,0.10653363,0.0028986192,0.048,0.048,0.048,0.048,896.43236,1393.8919,,Jovian,F,2.0653802,3.8802862,9.0888101,0.40247245,0,0,Hot,0,0.065898031,0
HAT-P-30 b,Transit,HATNet,2011,263.7989,Mass,16.141,2.8106,0.0419,0.04,83.6,252.0,HAT-P-30,F7,10.352,213.985,6304.0,1.55,1.31,0.13,1.0,0.312,4.36,4.0426977,16.343405,1.0125398,0.062730922,0.0022297231,0.04193352,0.040224,0.043576,0.041908384,1169.2831,1489.187,,Jovian,F,2.0511622,3.8669073,5.7958735,0.41400165,0,0,Hot,0,0.05743957,0
WASP-89 b,Transit,SuperWASP,2015,1875.197,Mass,11.657,3.3564227,0.0427,0.193,89.4,28.0,WASP-89,K3,13.21,290.946,5130.0,0.92,0.88,0.15,1.3,-0.343,4.52,12.683235,160.86446,13.799816,1.1838223,0.0043702507,0.043495266,0.0344589,0.0509411,0.04290129,253.73902,1009.5191,,Jovian,K,0.45394162,1.8191301,0.64812949,0.36347789,0,0,Hot,0,0.07986484,0
TOI-157 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,375.0394,Mass,14.415,2.0845435,0.03138,0.0,82.01,,TOI-157,G9 IV,12.725,355.683,5404.0,0.95,1.17,0.24,12.82,0.02,4.28,5.1007158,26.017301,1.804877,0.12520825,0.0023026218,0.03138,0.03138,0.03138,0.03138,1063.3938,1454.6993,,Jovian,G,1.0471285,2.7628911,1.0489224,0.53799806,0,0,Hot,0,0.063626305,0
TOI-421 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,7.17,Mass,2.68,5.19672,0.056,0.163,85.68,128.9,TOI-421,G9 V,9.931,74.7969,5325.0,0.85,0.87,-0.02,9.4,-0.268,4.49,1.6356568,2.6753731,0.99827356,0.37249013,0.00095440376,0.056743932,0.046872,0.065128,0.056187625,174.36984,921.04187,,Neptunian,G,0.53951062,1.9831874,0.88246702,0.49228786,0,0,Hot,0,0.2300217,0
