# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec 12 06:39:40 2025
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-2587 A b,TOI-2587 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5.45664000000,0.0635000000,12.07207221,1.07700000,69.28659273,0.21800000,Mass,0.000000,728.0000,1445.00,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5760.00,1.726000,1.150000,0.1300,[Fe/H],4.024000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h43m43.61s,115.9317105,-01d04m24.00s,-1.0733330,373.67500000,11.5440000,9.9910000,11.4079000,2023-02-27,2023-03,2023-02-27
TOI-2589 b,TOI-2589,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,61.62770000000,0.3000000000,12.10569916,1.08000000,1112.39942450,3.50000000,Mass,0.522000,,592.00,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,,5579.00,1.070000,0.930000,0.1200,[Fe/H],4.350000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h09m57.16s,107.4881501,-37d13m51.41s,-37.2309480,200.27300000,11.4150000,9.6320000,11.1958000,2024-06-25,2023-04,2024-06-25
TOI-260 b,TOI-260,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,13.47585300000,0.0943000000,1.71000000,0.15255624,4.23000000,0.01330907,Mass,0.000000,,493.00,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K8 V,4026.00,0.607000,0.616000,-0.4700,[Fe/H],4.450000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h19m05.52s,4.7730178,-09d57m58.14s,-9.9661505,20.18520000,9.9000000,6.5490000,9.3124000,2024-08-30,2024-06,2024-08-30
TOI-261.01,TOI-261,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,3.36392540000,0.0347921890,3.04498630,0.27136114,,,,,874.7956,1722.49,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5890.30,1.280180,0.496728,,,3.920000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m52.35s,15.2181412,-24d25m26.38s,-24.4239934,114.49500000,9.5600000,8.1820000,9.4232900,2024-06-11,2024-05,2024-06-11
TOI-262 b,TOI-262,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,11.14529000000,0.1630000000,2.07000000,0.18467335,,,,,,584.00,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K0 V,5310.00,0.853000,0.913000,0.2600,[Fe/H],4.540000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h10m08.32s,32.5346870,-31d04m14.26s,-31.0706272,43.93200000,8.9100000,6.9670000,8.6685900,2023-08-22,2023-03,2023-08-22
TOI-2641 b,TOI-2641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.88097400000,0.0607000000,18.10250383,1.61500000,122.68176510,0.38600000,Mass,0.180000,602.0000,1387.00,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F9 V,6100.00,1.336000,1.160000,-0.1500,[Fe/H],4.200000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m31.29s,171.1303716,-42d43m55.70s,-42.7321394,344.04500000,11.6930000,10.3250000,11.5712000,2023-07-25,2023-07,2023-07-25
TOI-2669 b,TOI-2669,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,6.20340000000,,19.72780603,1.76000000,193.87532827,0.61000000,Mass,0.090000,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4800.00,4.100000,1.190000,0.1000,[Fe/H],3.290000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m53.43s,134.7226445,-13d18m45.29s,-13.3125792,393.44300000,10.9160000,8.4920000,10.6019000,2022-03-16,2022-03,2022-03-16
TOI-269 b,TOI-269,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,3.69771040000,0.0345000000,2.77000000,0.24712327,8.80000000,0.02768790,Mass,0.425000,19.0000,531.00,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,M2 V,3514.00,0.398000,0.391700,-0.2900,[Fe/H],4.831000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.02250000,14.3700000,10.1000000,13.4258000,2021-05-17,2021-06,2021-05-17
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,3.35992000000,,1.28000000,0.11419415,1.48000000,0.00465660,Mass,0.016700,,600.00,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506.00,0.380000,0.386000,,,4.872000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,12.6030000,8.2510000,11.6306000,2025-10-09,2022-03,2025-10-09
TOI-270 c,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,5.66051000000,,2.33000000,0.20786903,6.20000000,0.01950738,Mass,0.004400,,489.00,1,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506.00,0.380000,0.386000,,,4.872000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,12.6030000,8.2510000,11.6306000,2025-10-09,2022-03,2025-10-09
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,11.38194000000,,2.00000000,0.17842836,4.20000000,0.01321468,Mass,0.006600,,383.00,1,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506.00,0.380000,0.386000,,,4.872000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,12.6030000,8.2510000,11.6306000,2025-10-09,2022-03,2025-10-09
TOI-2714 b,TOI-2714,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,2.49938700000,0.0360000000,13.72000000,1.22401852,228.00000000,0.71736822,Mass,0.164000,,1603.00,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,5665.00,1.250000,1.070000,0.3000,[Fe/H],4.250000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m36.30s,61.4012482,-14d55m36.28s,-14.9267458,597.87300000,13.4680000,11.8070000,13.2544000,2024-10-03,2024-09,2024-10-03
TOI-2719 b,TOI-2719,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,3.37594000000,,5.98000000,0.53350078,,,,,,1710.00,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,,5762.00,1.690000,1.020000,0.2700,[m/H],4.220000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h46m13.19s,71.5549449,-00d48m17.54s,-0.8048725,588.36800000,12.6840000,11.0570000,12.5312000,2025-08-14,2025-08,2025-08-14
TOI-2768 b,TOI-2768,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,1.50801000000,0.0270000000,2.63000000,0.23463329,,,,,,855.00,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,4008.00,0.657000,0.630000,,,4.500000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m27.39s,99.3641336,-15d28m52.33s,-15.4812031,78.45250000,12.6600000,9.3690000,12.2000000,2024-10-22,2024-10,2024-10-22
TOI-277 b,TOI-277,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,3.99400000000,0.0269000000,2.65000000,0.23641757,,,,,,,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,,4031.00,0.362000,0.160000,-0.0100,[Fe/H],4.580000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.66920000,13.6320000,9.5570000,12.7896000,2022-11-29,2022-11,2022-11-29
TOI-2796 b,TOI-2796,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.80849830000,0.0569000000,17.26183028,1.54000000,139.84449908,0.44000000,Mass,0.000000,352.0000,1205.00,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5764.00,1.069000,1.063000,0.2390,[Fe/H],4.400000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,350.34300000,12.4750000,10.9360000,12.3642000,2023-02-27,2023-03,2023-02-27
TOI-2803 A b,TOI-2803 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.96229325000,0.0318500000,18.11371281,1.61600000,309.88269682,0.97500000,Mass,0.000000,2150.0000,1893.00,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6280.00,1.245000,1.118000,-0.1050,[Fe/H],4.298000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,494.81800000,12.5370000,11.2820000,12.4272000,2023-02-27,2023-03,2023-02-27
TOI-2818 b,TOI-2818,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.03970900000,0.0493000000,15.27784069,1.36300000,225.65816897,0.71000000,Mass,0.000000,598.0000,1376.00,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5721.00,1.229000,0.977000,-0.0200,[Fe/H],4.250000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h56m14.36s,119.0598183,-35d07m00.16s,-35.1167104,312.67400000,11.9370000,10.4030000,11.8367000,2023-02-27,2023-03,2023-02-27
TOI-283 b,TOI-283,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251015084M/abstract target=ref>Murgas et al. 2025</a>,17.61745000000,0.1230000000,2.34000000,0.20876118,6.54000000,0.02057714,Mass,0.000000,30.4000,661.00,0,<a refstr=MURGAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251015084M/abstract target=ref>Murgas et al. 2025</a>,K,5213.00,0.850000,0.800000,-0.0900,[Fe/H],4.500000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h54m16.63s,118.5693065,-65d26m29.34s,-65.4414820,82.70130000,10.4100000,8.5170000,10.1971000,2025-11-13,2025-10,2025-11-13
TOI-2842 b,TOI-2842,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.55140580000,0.0475000000,12.84549188,1.14600000,117.59651059,0.37000000,Mass,0.000000,781.8000,1471.00,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5910.00,1.265000,1.135000,0.2330,[Fe/H],4.288000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h12m10.61s,108.0442066,-10d38m21.62s,-10.6393400,460.99500000,12.5900000,11.0620000,12.4636000,2023-02-27,2023-03,2023-02-27
TOI-286 b,TOI-286,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,4.51172440000,0.0503000000,1.42000000,0.12668413,4.53000000,0.01425297,Mass,0.000000,,979.00,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K3 V,5152.00,0.780000,0.832000,-0.0500,[Fe/H],4.590000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h03m56.23s,90.9842762,-60d39m58.81s,-60.6663348,59.22930000,9.8660000,7.8510000,9.6506400,2024-08-30,2024-06,2024-08-30
TOI-286 c,TOI-286,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,39.36182600000,0.2130000000,1.88000000,0.16772265,3.72000000,0.01170443,Mass,0.000000,,475.00,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K3 V,5152.00,0.780000,0.832000,-0.0500,[Fe/H],4.590000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h03m56.23s,90.9842762,-60d39m58.81s,-60.6663348,59.22930000,9.8660000,7.8510000,9.6506400,2024-08-30,2024-06,2024-08-30
TOI-2876 b,TOI-2876,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,6.29964310000,0.0654000000,9.63972340,0.86000000,54.03082919,0.17000000,Mass,0.130000,124.2000,929.00,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,5271.00,0.873000,0.939000,0.3530,[Fe/H],4.529000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m59.36s,110.2473528,-21d06m52.70s,-21.1146384,225.74400000,12.4010000,10.4430000,12.2566000,2025-07-29,2025-07,2025-07-29
TOI-2886 b,TOI-2886,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,1.60200105000,0.0287100000,18.64053490,1.66300000,444.95976980,1.40000000,Mass,0.110000,2560.0000,1978.00,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,6240.00,1.241000,1.229000,0.2840,[Fe/H],4.340000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m01.84s,110.0076569,-10d34m11.43s,-10.5698414,413.67300000,12.2650000,10.9180000,12.1953000,2025-07-29,2025-07,2025-07-29
TOI-2969 b,TOI-2969,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>,1.82371460000,0.0261000000,12.32987877,1.10000000,368.68095212,1.16000000,Mass,0.000000,382.0000,1186.00,0,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>,K3 V,4738.00,0.700000,0.710000,0.0800,[Fe/H],4.560000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m15.03s,150.0626247,-47d26m42.88s,-47.4452436,163.99600000,12.7960000,10.2500000,12.6195000,2025-06-11,2025-06,2025-06-11
TOI-2977 b,TOI-2977,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.35056140000,0.0338600000,13.15934334,1.17400000,533.95172376,1.68000000,Mass,0.000000,947.8000,1544.00,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5691.00,1.073000,0.936000,0.0130,[Fe/H],4.350000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h35m42.36s,143.9265177,-60d21m26.91s,-60.3574758,,12.6334000,10.6660000,12.4443000,2023-02-27,2023-03,2023-02-27
TOI-2981 b,TOI-2981,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,3.60150100000,0.0480000000,13.40000000,1.19546999,638.00000000,2.00737249,Mass,0.035000,,1358.00,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,5940.00,1.080000,1.030000,-0.1100,[Fe/H],4.280000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h53m56.97s,163.4873940,-25d31m28.56s,-25.5245988,527.78900000,13.3610000,11.7800000,13.1868000,2024-10-03,2024-09,2024-10-03
TOI-2986 b,TOI-2986,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,3.27836620000,0.0448900000,9.29224500,0.82900000,96.61983573,0.30400000,Mass,0.140000,1156.0000,1622.00,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,5906.00,1.458000,1.122000,0.0950,[Fe/H],4.165000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h55m05.17s,163.7715605,-06d28m42.43s,-6.4784524,563.14900000,12.6330000,11.1870000,12.4758000,2025-07-29,2025-07,2025-07-29
